extension_id,name,source,insert_date_fmt
ambcheakfbokmebglefpbbphbccekhhl,GTab New Tab (with ChatGPT &amp; Claude 4.0),https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
akmdionenlnfcipmdhbhcnkighafmdha,X (Twitter) Video Downloader,Store Monitoring,2026-02-05
ajfokipknlmjhcioemgnofkpmdnbaldi,Auto-join for Google Meet,https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
aikflfpejipbpjdlfabpgclhblkpaafo,WeTab 新标签页,https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
aghafppaelpjbjajpgcogcojcbmappoi,V视频下载解析播放器,https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
agepkkdokhlaoiaenedmjbfnblfdiboc,,https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
aedgpiecagcpmehhelbibfbgpfiafdkm,GoToWebinar &amp; GoToMeeting Download Recordings,https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
adjoknoacleghaejlggocbakidkoifle,Photon Bot,https://www.koi.ai/blog/darkspectre-unmasking-the-threat-actor-behind-7-8-million-infected-browsers,2026-02-10
pijphekphpccokjmkdmlihpmddhoocnb,Βase Pro Wallet,Store Monitoring,2026-02-08
ocpcmfmiidofonkbodpdhgddhlcmcofd,Phantom Shuttle,https://socket.dev/blog/malicious-chrome-extensions-phantom-shuttle,
paghkadkhiladedijgodgghaajppmpcg,WMA Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
opncjjhgbllenobgbfjbblhghmdpmpbj,Earth 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
opakkgodhhongnhbdkgjgdlcbknacpaa,Attack On Titans Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ondhgmkgppbdnogfiglikgpdkmkaiggk,Groot Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
olaahjgjlhoehkpemnfognpgmkbedodk,TWICE Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ogjneoecnllmjcegcfpaamfpbiaaiekh,BlockSite,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ofkopmlicnffaiiabnmnaajaimmenkjn,PUMA Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ocffbdeldlbilgegmifiakciiicnoaeo,Venom Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
oaacndacaoelmkhfilennooagoelpjop,Misska Mikoto Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
nnnklgkfdfbdijeeglhjfleaoagiagig,TabSaverPlus,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
nmfbniajnpceakchicdhfofoejhgjefb,Marvel's Spider-Man 2 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
nkjomoafjgemogbdkhledkoeaflnmgfi,Marvel Vs DC Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
njoedigapanaggiabjafnaklppphempm,Wednesday Netflix Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
nhdiopbebcklbkpfnhipecgfhdhdbfhb,Elden Ring Art Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ngbfciefgjgijkkmpalnmhikoojilkob,The Big Bang Theory Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
nchdmembkfgkejljapneliogidkchiop,Evangelion Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
nagbiboibhbjbclhcigklajjdefaiidc,Camila Cabello Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
mnophppbmlnlfobakddidbcgcjakipin,Battlefield 2042 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
mddfnhdadbofiifdebeiegecchpkbgdb,Persona 3 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lnlononncfdnhdfmgpkdfoibmfdehfoj,Aquaman Wallpaper Theme HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lmnjiioclbjphkggicmldippjojgmldk,Kyrie Irving Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
llkncpcdceadgibhbedecmkencokjajg,DORAEMON Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lljplndkobdgkjilfmfiefpldkhkhbbd,Mafia Game Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ljkgnegaajfacghepjiajibgdpfmcfip,Frieren 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ljjngehkphcdnnapgciajcdbcpgmpknc,Lucy heartfilia Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lhiehjmkpbhhkfapacaiheolgejcifgd,Captain Marvel Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lhfdakoonenpbggbeephofdlflloghhi,Timer for Google Meet,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lgnjdldkappogbkljaiedgogobcgemch,The Seven Deadly Sins Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lfgakdlafdenmaikccbojgcofkkhmolj,Land Rover Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
lehjnmndiohfaphecnjhopgookigekdk,God Of War Ragnarok Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
laholcgeblfbgdhkbiidbpiofdcbpeeo,Doom Eternal Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
kpfbijpdidioaomoecdbfaodhajbcjfl,4k Tokyo Ghoul Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
kcpkoopmfjhdpgjohcbgkbjpmbjmhgoi,Tears Of The Kingdom Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
jpoofbjomdefajdjcimmaoildecebkjc,The Last Of Us Part II Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
jocnjcakendmllafpmjailfnlndaaklf,No Game No Life Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
jiiggekklbbojgfmdenimcdkmidnfofl,Games 2023 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
jelgelidmodjpmohbapbghdgcpncahki,Chainsaw Man 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
jbnopeoocgbmnochaadfnhiiimfpbpmf,,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
jbajdpebknffiaenkdhopebkolgdlfaf,Jaguar F-Typ Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ipokalojgdmhfpagmhnjokidnpjfnfik,Henry Cavill Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
iphacjobmeoknlhenjfiilbkddgaljad,GTA V Fan Art Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ineempkjpmbdejmdgienaphomigjjiej,Marvel's Guardians Of The Galaxy HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
imdgpklnabbkghcbhmkbjbhcomnfdige,Dark Souls Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ileojfedpkdbkcchpnghhaebfoimamop,Megatron Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ikkoanocgpdmmiamnkogipbpdpckcahn,Pokémon 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ikajognfijokhbgjdhgpemljgcjclpmn,Nioh 2 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ijcpbhmpbaafndchbjdjchogaogelnjl,Blade Runner Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ibmgdfenfldppaodbahpgcoebmmkdbac,F1 Cars Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ibiejjpajlfljcgjndbonclhcbdcamai,Speedtest Pro-Free Online Internet Speed Test,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
iaccapfapbjahnhcmkgjjonlccbhdpjl,Lily Collins Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hohobnhiiohgcipklpncfmjkjpmejjni,4k Dragon Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hofaaigdagglolgiefkbencchnekjejl,Securify Kid Protection,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hmhifpbclhgklaaepgbabgcpfgidkoei,Joker Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hmbacpfgehmmoloinfmkgkpjoagiogai,ProtectMyInfo for Chrome™,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hlglicejgohbanllnmnjllajhmnhjjel,WeTab Todo,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hlcjkaoneihodfmonjnlnnfpdcopgfjk,Modern Warfare 2 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hiodlpcelfelhpinhgngoopbmclcaghd,New Jeans Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hgolomhkdcpmbgckhebdhdknaemlbbaa,Bloodborne 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hdpmmcmblgbkllldbccfdejchjlpochf,Hitman 3 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
hdfknlljfbdfjdjhfgoonpphpigjjjak,John Wick Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
gnhgdhlkojnlgljamagoigaabdmfhfeg,Red Dead Redemption II Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
gkhggnaplpjkghjjcmpmnmidjndojpcn,Jaguar car Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
gipnpcencdgljnaecpekokmpgnhgpela,Pkaaa New Tab,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
gdnhikbabcflemolpeaaknnieodgpiie,Gorilla Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
fomlombffdkflbliepgpgcnagolnegjn,Ford Mustang Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ffgihbmcfcihmpbegcfdkmafaplheknk,Little Nightmares 2 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
fckphkcbpgmappcgnfieaacjbknhkhin,Tekken 8 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
fbbmnieefocnacnecccgmedmcbhlkcpm,The Elder Scrolls 6 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
enaigkcpmpohpbokbfllbkijmllmpafm,Real Madrid Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
emiocjgakibimbopobplmfldkldhhiad,Battlefield 5 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ejfocpkjndmkbloiobcdhkkoeekcpkik,Ghost of Tsushima Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ejdihbblcbdfobabjfebfjfopenohbjb,Future Diary Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
eholblediahnodlgigdkdhkkpmbiafoj,Nier Automata Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ehmnkbambjnodfbjcebjffilahbfjdml,Bloodborne 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ebileebbekdcpfjlekjapgmbgpfigled,Star Wars The Clone Wars HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
eaokmbopbenbmgegkmoiogmpejlaikea,WWE Roman Reigns Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
dkkpollfhjoiapcenojlmgempmjekcla,Ducati V4 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
cihbmmokhmieaidfgamioabhhkggnehm,Black Adam Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
cdgonefipacceedbkflolomdegncceid,SafeSwift New Tab,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ccdimkoieijdbgdlkfjjfncmihmlpanj,Ghostrunner 2 Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
cbijiaccpnkbdpgbmiiipedpepbhioel,Lamborghini Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
cacbflgkiidgcekflfgdnjdnaalfmkob,One Piece Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
bpngofombcjloljkoafhmpcjclkekfbh,Halo 4K Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
bpgaffohfacaamplbbojgbiicfgedmoi,Infinity V+ New Tab,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
bjdclfjlhgcdcpjhmhfggkkfacipilai,Santa Monica 4k Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
bboeoilakaofjkdmekpgeigieokkpgfn,Jim Carrey Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
bbdioggpbhhodagchciaeaggdponnhpa,The Last Of Us Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
bafbmfpfepdlgnfkgfbobplkkaoakjcl,Naraka Bladepoint Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
alknmfpopohfpdpafdmobclioihdkhjh,Jojo Bizarre Adventure Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
akialmafcdmkelghnomeneinkcllnoih,Taylor Swift Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
ahebpkbnckhgjmndfjejibjjahjdlhdb,Games Search for Chrome™,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
agdlpnhabjfcbeiempefhpgikapcapjb,New World Wallpaper HD HomePage,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,
iaemdpdnmdkaphnmcogmcgcmhhafcifd,Crypto Copilot,https://socket.dev/blog/malicious-chrome-extension-injects-hidden-sol-fees-into-solana-swaps,2025-11-25
fibemlnkopkeenmmgcfohhcdbkhgbolo,Safery: Ethereum Wallet,https://socket.dev/blog/malicious-chrome-extension-exfiltrates-seed-phrases,
lgnfmkckpppkfbfndcdighighholljcn,Mute All on Meet,https://labs.sqrx.com/hidden-in-plain-sight-how-we-followed-one-malicious-extension-to-uncover-a-multi-extension-a6f3f0792b98,
khbegeannolbigamjahgggfpnaacbbmb,Axiom Enhancer,https://labs.sqrx.com/hidden-in-plain-sight-how-we-followed-one-malicious-extension-to-uncover-a-multi-extension-a6f3f0792b98,
ddhodpjidkbpkeheeenjflfjbgljgapl,Trenches Agent,https://labs.sqrx.com/hidden-in-plain-sight-how-we-followed-one-malicious-extension-to-uncover-a-multi-extension-a6f3f0792b98,
pmgmbeeafpdjjhmeaalneginpmdhamhe,Check My Permissions for Chrome,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
pmannhofeaiadkcdbcebhnkcnkjjnfpn,Unbiased Search by Protecto,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
pcfapghfanllmbdfiipeiihpkojekckk,Search Safely by SecurySearch,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
oppeaknhldjjnfnflbcedipjbnbimhhf,Address Checker for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
omieocempinhilcpbmnfdaamgomapded,Better Browse by SecurySearch,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
okjdbeegldeilceaflghgfdemobmfhbd,Browser Checkup for Chrome by Doctor,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
okggiiagcegdfiajlkodohfkeemnjlnd,Website Safety for Chrome,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
ojlhcbolfcndnojcjhhjgmdblnojgefm,SecuryBrowse for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
oghbffaoaooigagpockijkpfpgmnibkh,ChatGPT Search for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
odccobbfnngplckpongkahajfjpnbcck,Fire Shield Secure Search,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
njfkgeajknkffkngdmjmjninkbgjedlo,Bing Search by Securify,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
ndcphhjcebhifabfmebineokbfdnbphm,,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
ndajnaaobjaganokllcgbapngenfbgkc,Fire Shield Extension Protection,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
mdenajpfccjjjnbochgkdahmnipfpelc,,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
lnedcnepmplnjmfdiclhbfhneconamoj,Web Privacy Assistant,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
lljnhidbljbfkejjcfogkhgmgdihjmlf,,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
lkbfbidpkbeicafnnhlaockggaknjolf,SecurySearch for Chrome,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
lfmdddfdacgdimongmjclgijepoknmjm,,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
ldanhaibkdifncinbpjdjpambmofmpkf,Advanced Search for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
koolcjajfdkjjfklmidahmcjhcmmkhma,Securify for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
kldgaejigkhpgmfglbamggiglngkifck,News Search for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
kiecdaoopedhfgapicmpebbhodepnbbp,Choose Your Chrome Tools,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
jjnfhbcilcppomkcmkbbmcadoihkkgah,Browser WatchDog for Chrome,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
jhigofkbdbndeooldpdhmphldaglejlh,Protecto for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
jgajjllfidghjkjfipmjbaegafkdpfha,Total Safety for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
jeahgicmhigopdgilnmclihdjjlhnmop,Total Safety for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
ilgbcnkedmncjlhpfconadpjnhlflejf,Moon Knight Wallpaper HD HomePage,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
iiegilogjnagependdonbfcmfmmaamon,Productive Search for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
hpdpddnfjaacnbcnoohlcipfafkbmdja,Meet auto admit,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gpibjjfllodpcfhcjpamonnblkbinbie,Gojo Satoru Wallpaper HD HomePage,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gpghebehjahceknfdcfifeifhdbongld,YUYI新标签页,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gmbebpcapalekeaoekfhpbioilghcfmp,Web Results for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gijlkeaijpeaoihdajcgmiajeoonnkoj,Securify Advanced Web Protection,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gidejehfgombmkfflghejpncblgfkagj,Cuponomia - Cupom e Cashback,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gclgncjpanihjpbjbecgfmfnipggcckn,Forza Horizon 4 Wallpaper HD HomePage,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
gadjnphfolikkffmppnicebdfimlblkj,OurTab,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
fchgahponkgfomlgieipannlfanfbfak,ProtectMyInfo for Chrome™,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
eoclijfghiglinncpceohgaigfgnlbim,Yahoo Search by Ghost,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
eobcealmgdjeoheieiobkedbgddicaba,Securify Your Browser,https://docs.google.com/spreadsheets/d/1LN7MQ_9W5QHIyZjjqXK7JnSiCLlcF4aBRhmZKon-p4U/edit?gid=0#gid=0,
